survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
0,3,male,32.0,0,0,7.925,s,Third,man,True,southampton,no,True
1,1,female,35.0,1,0,52.0,s,First,woman,False,southampton,yes,False
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,2,male,18.0,0,0,73.5,s,Second,man,True,southampton,no,True
0,3,male,1.0,5,2,46.9,s,Third,child,False,southampton,no,False
1,2,female,36.0,0,0,13.0,s,Second,woman,False,southampton,yes,True
0,3,male,28.0,0,0,7.7292,q,Third,man,True,queenstown,no,True
1,2,female,17.0,0,0,12.0,c,Second,woman,False,cherbourg,yes,True
1,1,male,36.0,1,2,120.0,s,First,man,True,southampton,yes,False
1,3,male,21.0,0,0,7.7958,s,Third,man,True,southampton,yes,True
0,3,male,28.0,2,0,7.925,s,Third,man,True,southampton,no,False
1,1,female,23.0,1,0,113.275,c,First,woman,False,cherbourg,yes,False
1,3,female,24.0,0,2,16.7,s,Third,woman,False,southampton,yes,False
0,3,male,22.0,0,0,7.7958,s,Third,man,True,southampton,no,True
0,3,female,31.0,0,0,7.8542,s,Third,woman,False,southampton,no,True
0,2,male,46.0,0,0,26.0,s,Second,man,True,southampton,no,True
0,2,male,23.0,0,0,10.5,s,Second,man,True,southampton,no,True
1,2,female,28.0,0,0,12.65,s,Second,woman,False,southampton,yes,True
1,3,male,39.0,0,0,7.925,s,Third,man,True,southampton,yes,True
0,3,male,26.0,0,0,8.05,s,Third,man,True,southampton,no,True
0,3,female,21.0,1,0,9.825,s,Third,woman,False,southampton,no,False
0,3,male,28.0,1,0,15.85,s,Third,man,True,southampton,no,False
0,3,female,20.0,0,0,8.6625,s,Third,woman,False,southampton,no,True
0,2,male,34.0,1,0,21.0,s,Second,man,True,southampton,no,False
0,3,male,51.0,0,0,7.75,s,Third,man,True,southampton,no,True
1,2,male,3.0,1,1,18.75,s,Second,child,False,southampton,yes,False
0,3,male,21.0,0,0,7.775,s,Third,man,True,southampton,no,True
0,3,female,28.0,3,1,25.4667,s,Third,woman,False,southampton,no,False
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,6.8583,q,Third,man,True,queenstown,no,True
1,1,female,33.0,1,0,90.0,q,First,woman,False,queenstown,yes,False
0,2,male,28.0,0,0,0.0,s,Second,man,True,southampton,no,True
1,3,male,44.0,0,0,7.925,s,Third,man,True,southampton,yes,True
0,3,female,28.0,0,0,8.05,s,Third,woman,False,southampton,no,True
1,2,female,34.0,1,1,32.5,s,Second,woman,False,southampton,yes,False
1,2,female,18.0,0,2,13.0,s,Second,woman,False,southampton,yes,False
0,2,male,30.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,3,female,10.0,0,2,24.15,s,Third,child,False,southampton,no,False
0,3,male,28.0,0,0,7.8958,c,Third,man,True,cherbourg,no,True
0,3,male,21.0,0,0,7.7333,q,Third,man,True,queenstown,no,True
0,3,male,29.0,0,0,7.875,s,Third,man,True,southampton,no,True
0,3,female,28.0,1,1,14.4,s,Third,woman,False,southampton,no,False
0,3,male,18.0,1,1,20.2125,s,Third,man,True,southampton,no,False
0,3,male,28.0,0,0,7.25,s,Third,man,True,southampton,no,True
1,2,female,28.0,1,0,26.0,s,Second,woman,False,southampton,yes,False
1,2,female,19.0,0,0,26.0,s,Second,woman,False,southampton,yes,True
0,3,male,28.0,0,0,7.75,q,Third,man,True,queenstown,no,True
1,3,male,32.0,0,0,8.05,s,Third,man,True,southampton,yes,True
1,1,male,28.0,0,0,26.55,s,First,man,True,southampton,yes,True
1,3,female,28.0,1,0,16.1,s,Third,woman,False,southampton,yes,False
1,2,female,42.0,1,0,26.0,s,Second,woman,False,southampton,yes,False
0,3,male,17.0,0,0,7.125,s,Third,man,True,southampton,no,True
0,1,male,50.0,1,0,55.9,s,First,man,True,southampton,no,False
1,1,female,14.0,1,2,120.0,s,First,child,False,southampton,yes,False
0,3,female,21.0,2,2,34.375,s,Third,woman,False,southampton,no,False
1,2,female,24.0,2,3,18.75,s,Second,woman,False,southampton,yes,False
0,1,male,64.0,1,4,263.0,s,First,man,True,southampton,no,False
0,2,male,31.0,0,0,10.5,s,Second,man,True,southampton,no,True
1,2,female,45.0,1,1,26.25,s,Second,woman,False,southampton,yes,False
0,3,male,20.0,0,0,9.5,s,Third,man,True,southampton,no,True
0,3,male,25.0,1,0,7.775,s,Third,man,True,southampton,no,False
1,2,female,28.0,0,0,13.0,s,Second,woman,False,southampton,yes,True
1,3,male,28.0,0,0,8.1125,s,Third,man,True,southampton,yes,True
1,1,male,4.0,0,2,81.8583,s,First,child,False,southampton,yes,False
1,2,female,13.0,0,1,19.5,s,Second,child,False,southampton,yes,False
1,1,male,34.0,0,0,26.55,s,First,man,True,southampton,yes,True
1,3,female,5.0,2,1,19.2583,c,Third,child,False,cherbourg,yes,False
1,1,male,52.0,0,0,30.5,s,First,man,True,southampton,yes,True
0,2,male,36.0,1,2,27.75,s,Second,man,True,southampton,no,False
0,3,male,28.0,1,0,19.9667,s,Third,man,True,southampton,no,False
0,1,male,30.0,0,0,27.75,c,First,man,True,cherbourg,no,True
1,1,male,49.0,1,0,89.1042,c,First,man,True,cherbourg,yes,False
0,3,male,28.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,3,male,29.0,0,0,7.8958,c,Third,man,True,cherbourg,yes,True
0,1,male,65.0,0,0,26.55,s,First,man,True,southampton,no,True
1,1,female,28.0,1,0,51.8625,s,First,woman,False,southampton,yes,False
1,2,female,50.0,0,0,10.5,s,Second,woman,False,southampton,yes,True
0,3,male,28.0,0,0,7.75,q,Third,man,True,queenstown,no,True
1,1,male,48.0,0,0,26.55,s,First,man,True,southampton,yes,True
0,3,male,34.0,0,0,8.05,s,Third,man,True,southampton,no,True
0,1,male,47.0,0,0,38.5,s,First,man,True,southampton,no,True
0,2,male,48.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,3,male,28.0,0,0,8.05,s,Third,man,True,southampton,no,True
0,3,male,38.0,0,0,7.05,s,Third,man,True,southampton,no,True
0,2,male,28.0,0,0,0.0,s,Second,man,True,southampton,no,True
0,1,male,56.0,0,0,26.55,s,First,man,True,southampton,no,True
0,3,male,28.0,0,0,7.725,q,Third,man,True,queenstown,no,True
1,3,female,0.75,2,1,19.2583,c,Third,child,False,cherbourg,yes,False
0,3,male,28.0,0,0,7.25,s,Third,man,True,southampton,no,True
0,3,male,38.0,0,0,8.6625,s,Third,man,True,southampton,no,True
1,2,female,33.0,1,2,27.75,s,Second,woman,False,southampton,yes,False
1,2,female,23.0,0,0,13.7917,c,Second,woman,False,cherbourg,yes,True
0,3,female,22.0,0,0,9.8375,s,Third,woman,False,southampton,no,True
0,1,male,28.0,0,0,52.0,s,First,man,True,southampton,no,True
0,2,male,34.0,1,0,21.0,s,Second,man,True,southampton,no,False
0,3,male,29.0,1,0,7.0458,s,Third,man,True,southampton,no,False
0,3,male,22.0,0,0,7.5208,s,Third,man,True,southampton,no,True
1,3,female,2.0,0,1,12.2875,s,Third,child,False,southampton,yes,False
0,3,male,9.0,5,2,46.9,s,Third,child,False,southampton,no,False
0,2,male,28.0,0,0,0.0,s,Second,man,True,southampton,no,True
0,3,male,50.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,3,female,63.0,0,0,9.5875,s,Third,woman,False,southampton,yes,True
1,1,male,25.0,1,0,91.0792,c,First,man,True,cherbourg,yes,False
0,3,female,28.0,3,1,25.4667,s,Third,woman,False,southampton,no,False
1,1,female,35.0,1,0,90.0,s,First,woman,False,southampton,yes,False
0,1,male,58.0,0,0,29.7,c,First,man,True,cherbourg,no,True
0,3,male,30.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,3,male,9.0,1,1,15.9,s,Third,child,False,southampton,yes,False
0,3,male,28.0,1,0,19.9667,s,Third,man,True,southampton,no,False
0,3,male,21.0,0,0,7.25,s,Third,man,True,southampton,no,True
0,1,male,55.0,0,0,30.5,s,First,man,True,southampton,no,True
0,1,male,71.0,0,0,49.5042,c,First,man,True,cherbourg,no,True
0,3,male,21.0,0,0,8.05,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,14.4583,c,Third,man,True,cherbourg,no,True
1,1,female,54.0,1,0,78.2667,c,First,woman,False,cherbourg,yes,False
0,3,male,28.0,0,0,15.1,s,Third,man,True,southampton,no,True
0,1,female,25.0,1,2,151.55,s,First,woman,False,southampton,no,False
0,3,male,24.0,0,0,7.7958,s,Third,man,True,southampton,no,True
0,3,male,17.0,0,0,8.6625,s,Third,man,True,southampton,no,True
0,3,female,21.0,0,0,7.75,q,Third,woman,False,queenstown,no,True
0,3,female,28.0,0,0,7.6292,q,Third,woman,False,queenstown,no,True
0,3,female,37.0,0,0,9.5875,s,Third,woman,False,southampton,no,True
1,1,female,16.0,0,0,86.5,s,First,woman,False,southampton,yes,True
0,1,male,18.0,1,0,108.9,c,First,man,True,cherbourg,no,False
1,2,female,33.0,0,2,26.0,s,Second,woman,False,southampton,yes,False
1,1,male,28.0,0,0,26.55,s,First,man,True,southampton,yes,True
0,3,male,28.0,0,0,22.525,s,Third,man,True,southampton,no,True
1,3,male,26.0,0,0,56.4958,s,Third,man,True,southampton,yes,True
1,3,male,29.0,0,0,7.75,q,Third,man,True,queenstown,yes,True
0,3,male,28.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,1,male,36.0,0,0,26.2875,s,First,man,True,southampton,yes,True
1,1,female,54.0,1,0,59.4,c,First,woman,False,cherbourg,yes,False
0,3,male,24.0,0,0,7.4958,s,Third,man,True,southampton,no,True
0,1,male,47.0,0,0,34.0208,s,First,man,True,southampton,no,True
1,2,female,34.0,0,0,10.5,s,Second,woman,False,southampton,yes,True
0,3,male,28.0,0,0,24.15,q,Third,man,True,queenstown,no,True
1,2,female,36.0,1,0,26.0,s,Second,woman,False,southampton,yes,False
0,3,male,32.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,1,female,30.0,0,0,93.5,s,First,woman,False,southampton,yes,True
0,3,male,22.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,7.225,c,Third,man,True,cherbourg,no,True
1,1,female,44.0,0,1,57.9792,c,First,woman,False,cherbourg,yes,False
0,3,male,28.0,0,0,7.2292,c,Third,man,True,cherbourg,no,True
0,3,male,40.5,0,0,7.75,q,Third,man,True,queenstown,no,True
1,2,female,50.0,0,0,10.5,s,Second,woman,False,southampton,yes,True
0,1,male,28.0,0,0,221.7792,s,First,man,True,southampton,no,True
0,3,male,39.0,0,0,7.925,s,Third,man,True,southampton,no,True
0,2,male,23.0,2,1,11.5,s,Second,man,True,southampton,no,False
1,2,female,2.0,1,1,26.0,s,Second,child,False,southampton,yes,False
0,3,male,28.0,0,0,7.2292,c,Third,man,True,cherbourg,no,True
0,3,male,17.0,1,1,7.2292,c,Third,man,True,cherbourg,no,False
1,3,female,28.0,0,2,22.3583,c,Third,woman,False,cherbourg,yes,False
0,3,female,30.0,0,0,8.6625,s,Third,woman,False,southampton,no,True
1,2,female,7.0,0,2,26.25,s,Second,child,False,southampton,yes,False
0,1,male,45.0,0,0,26.55,s,First,man,True,southampton,no,True
1,1,female,30.0,0,0,106.425,c,First,woman,False,cherbourg,yes,True
0,3,male,28.0,0,0,14.5,s,Third,man,True,southampton,no,True
1,1,female,22.0,0,2,49.5,c,First,woman,False,cherbourg,yes,False
1,1,female,36.0,0,2,71.0,s,First,woman,False,southampton,yes,False
0,3,female,9.0,4,2,31.275,s,Third,child,False,southampton,no,False
0,3,female,11.0,4,2,31.275,s,Third,child,False,southampton,no,False
1,2,male,32.0,1,0,26.0,s,Second,man,True,southampton,yes,False
0,1,male,50.0,1,0,106.425,c,First,man,True,cherbourg,no,False
0,1,male,64.0,0,0,26.0,s,First,man,True,southampton,no,True
1,2,female,19.0,1,0,26.0,s,Second,woman,False,southampton,yes,False
1,2,male,28.0,0,0,13.8625,c,Second,man,True,cherbourg,yes,True
0,3,male,33.0,1,1,20.525,s,Third,man,True,southampton,no,False
1,2,male,8.0,1,1,36.75,s,Second,child,False,southampton,yes,False
1,1,male,17.0,0,2,110.8833,c,First,man,True,cherbourg,yes,False
0,2,male,27.0,0,0,26.0,s,Second,man,True,southampton,no,True
0,3,male,28.0,0,0,7.8292,q,Third,man,True,queenstown,no,True
1,3,male,22.0,0,0,7.225,c,Third,man,True,cherbourg,yes,True
1,3,female,22.0,0,0,7.775,s,Third,woman,False,southampton,yes,True
0,1,male,62.0,0,0,26.55,s,First,man,True,southampton,no,True
1,1,female,48.0,1,0,39.6,c,First,woman,False,cherbourg,yes,False
0,1,male,28.0,0,0,227.525,c,First,man,True,cherbourg,no,True
1,1,female,39.0,1,1,79.65,s,First,woman,False,southampton,yes,False
1,3,female,36.0,1,0,17.4,s,Third,woman,False,southampton,yes,False
0,3,male,28.0,0,0,7.75,q,Third,man,True,queenstown,no,True
0,3,male,40.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,2,male,28.0,0,0,13.5,s,Second,man,True,southampton,no,True
0,3,male,28.0,0,0,8.05,s,Third,man,True,southampton,no,True
0,3,female,28.0,0,0,8.05,s,Third,woman,False,southampton,no,True
0,3,male,24.0,2,0,24.15,s,Third,man,True,southampton,no,False
0,3,male,19.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,female,29.0,0,4,21.075,s,Third,woman,False,southampton,no,False
0,3,male,28.0,0,0,7.2292,c,Third,man,True,cherbourg,no,True
1,3,male,32.0,0,0,7.8542,s,Third,man,True,southampton,yes,True
1,2,male,62.0,0,0,10.5,s,Second,man,True,southampton,yes,True
1,1,female,53.0,2,0,51.4792,s,First,woman,False,southampton,yes,False
1,1,male,36.0,0,0,26.3875,s,First,man,True,southampton,yes,True
1,3,female,28.0,0,0,7.75,q,Third,woman,False,queenstown,yes,True
0,3,male,16.0,0,0,8.05,s,Third,man,True,southampton,no,True
0,3,male,19.0,0,0,14.5,s,Third,man,True,southampton,no,True
1,2,female,34.0,0,0,13.0,s,Second,woman,False,southampton,yes,True
1,1,female,39.0,1,0,55.9,s,First,woman,False,southampton,yes,False
0,3,female,28.0,1,0,14.4583,c,Third,woman,False,cherbourg,no,False
1,3,male,32.0,0,0,7.925,s,Third,man,True,southampton,yes,True
1,2,female,25.0,1,1,30.0,s,Second,woman,False,southampton,yes,False
1,1,female,39.0,1,1,110.8833,c,First,woman,False,cherbourg,yes,False
0,2,male,54.0,0,0,26.0,s,Second,man,True,southampton,no,True
0,1,male,36.0,0,0,40.125,c,First,man,True,cherbourg,no,True
0,3,male,28.0,0,0,8.7125,c,Third,man,True,cherbourg,no,True
1,1,female,18.0,0,2,79.65,s,First,woman,False,southampton,yes,False
0,2,male,47.0,0,0,15.0,s,Second,man,True,southampton,no,True
1,1,male,60.0,1,1,79.2,c,First,man,True,cherbourg,yes,False
0,3,male,22.0,0,0,8.05,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,8.05,s,Third,man,True,southampton,no,True
0,3,male,35.0,0,0,7.125,s,Third,man,True,southampton,no,True
1,1,female,52.0,1,0,78.2667,c,First,woman,False,cherbourg,yes,False
0,3,male,47.0,0,0,7.25,s,Third,man,True,southampton,no,True
0,3,female,28.0,0,2,7.75,q,Third,woman,False,queenstown,no,False
0,2,male,37.0,1,0,26.0,s,Second,man,True,southampton,no,False
0,3,male,36.0,1,1,24.15,s,Third,man,True,southampton,no,False
1,2,female,28.0,0,0,33.0,s,Second,woman,False,southampton,yes,True
0,3,male,49.0,0,0,0.0,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,7.225,c,Third,man,True,cherbourg,no,True
1,1,male,49.0,1,0,56.9292,c,First,man,True,cherbourg,yes,False
1,2,female,24.0,2,1,27.0,s,Second,woman,False,southampton,yes,False
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,1,male,28.0,0,0,42.4,s,First,man,True,southampton,no,True
0,3,male,44.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,1,male,35.0,0,0,26.55,c,First,man,True,cherbourg,yes,True
0,3,male,36.0,1,0,15.55,s,Third,man,True,southampton,no,False
0,3,male,30.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,1,male,27.0,0,0,30.5,s,First,man,True,southampton,yes,True
1,2,female,22.0,1,2,41.5792,c,Second,woman,False,cherbourg,yes,False
1,1,female,40.0,0,0,153.4625,s,First,woman,False,southampton,yes,True
0,3,female,39.0,1,5,31.275,s,Third,woman,False,southampton,no,False
0,3,male,28.0,0,0,7.05,s,Third,man,True,southampton,no,True
1,3,female,28.0,1,0,15.5,q,Third,woman,False,queenstown,yes,False
0,3,male,28.0,0,0,7.75,q,Third,man,True,queenstown,no,True
0,3,male,35.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,2,female,24.0,1,2,65.0,s,Second,woman,False,southampton,yes,False
0,3,male,34.0,1,1,14.4,s,Third,man,True,southampton,no,False
0,3,female,26.0,1,0,16.1,s,Third,woman,False,southampton,no,False
1,2,female,4.0,2,1,39.0,s,Second,child,False,southampton,yes,False
0,2,male,26.0,0,0,10.5,s,Second,man,True,southampton,no,True
0,3,male,27.0,1,0,14.4542,c,Third,man,True,cherbourg,no,False
1,1,male,42.0,1,0,52.5542,s,First,man,True,southampton,yes,False
1,3,male,20.0,1,1,15.7417,c,Third,man,True,cherbourg,yes,False
0,3,male,21.0,0,0,7.8542,s,Third,man,True,southampton,no,True
0,3,male,21.0,0,0,16.1,s,Third,man,True,southampton,no,True
0,1,male,61.0,0,0,32.3208,s,First,man,True,southampton,no,True
0,2,male,57.0,0,0,12.35,q,Second,man,True,queenstown,no,True
1,1,female,21.0,0,0,77.9583,s,First,woman,False,southampton,yes,True
0,3,male,26.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,7.7333,q,Third,man,True,queenstown,no,True
1,1,male,80.0,0,0,30.0,s,First,man,True,southampton,yes,True
0,3,male,51.0,0,0,7.0542,s,Third,man,True,southampton,no,True
1,1,male,32.0,0,0,30.5,c,First,man,True,cherbourg,yes,True
0,1,male,28.0,0,0,0.0,s,First,man,True,southampton,no,True
0,3,female,9.0,3,2,27.9,s,Third,child,False,southampton,no,False
1,2,female,28.0,0,0,13.0,s,Second,woman,False,southampton,yes,True
0,3,male,32.0,0,0,7.925,s,Third,man,True,southampton,no,True
0,2,male,31.0,1,1,26.25,s,Second,man,True,southampton,no,False
0,3,female,41.0,0,5,39.6875,s,Third,woman,False,southampton,no,False
0,3,male,28.0,1,0,16.1,s,Third,man,True,southampton,no,False
0,3,male,20.0,0,0,7.8542,s,Third,man,True,southampton,no,True
1,1,female,24.0,0,0,69.3,c,First,woman,False,cherbourg,yes,True
0,3,female,2.0,3,2,27.9,s,Third,child,False,southampton,no,False
1,3,male,28.0,0,0,56.4958,s,Third,man,True,southampton,yes,True
1,3,female,0.75,2,1,19.2583,c,Third,child,False,cherbourg,yes,False
1,1,male,48.0,1,0,76.7292,c,First,man,True,cherbourg,yes,False
0,3,male,19.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,1,male,56.0,0,0,35.5,c,First,man,True,cherbourg,yes,True
0,3,male,28.0,0,0,7.55,s,Third,man,True,southampton,no,True
1,3,female,23.0,0,0,7.55,s,Third,woman,False,southampton,yes,True
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,2,female,18.0,0,1,23.0,s,Second,woman,False,southampton,yes,False
0,3,male,21.0,0,0,8.4333,s,Third,man,True,southampton,no,True
1,3,female,28.0,0,0,7.8292,q,Third,woman,False,queenstown,yes,True
0,3,female,18.0,0,0,6.75,q,Third,woman,False,queenstown,no,True
0,2,male,24.0,2,0,73.5,s,Second,man,True,southampton,no,False
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,female,32.0,1,1,15.5,q,Third,woman,False,queenstown,no,False
0,2,male,23.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,1,male,58.0,0,2,113.275,c,First,man,True,cherbourg,no,False
1,1,male,50.0,2,0,133.65,s,First,man,True,southampton,yes,False
0,3,male,40.0,0,0,7.225,c,Third,man,True,cherbourg,no,True
0,1,male,47.0,0,0,25.5875,s,First,man,True,southampton,no,True
0,3,male,36.0,0,0,7.4958,s,Third,man,True,southampton,no,True
1,3,male,20.0,1,0,7.925,s,Third,man,True,southampton,yes,False
0,2,male,32.0,2,0,73.5,s,Second,man,True,southampton,no,False
0,2,male,25.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,3,male,28.0,0,0,7.775,s,Third,man,True,southampton,no,True
0,3,male,43.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,1,female,28.0,1,0,52.0,s,First,woman,False,southampton,yes,False
1,2,female,40.0,1,1,39.0,s,Second,woman,False,southampton,yes,False
0,1,male,31.0,1,0,52.0,s,First,man,True,southampton,no,False
0,2,male,70.0,0,0,10.5,s,Second,man,True,southampton,no,True
1,2,male,31.0,0,0,13.0,s,Second,man,True,southampton,yes,True
0,2,male,28.0,0,0,0.0,s,Second,man,True,southampton,no,True
0,3,male,18.0,0,0,7.775,s,Third,man,True,southampton,no,True
0,3,male,24.5,0,0,8.05,s,Third,man,True,southampton,no,True
1,3,female,18.0,0,0,9.8417,s,Third,woman,False,southampton,yes,True
0,3,female,43.0,1,6,46.9,s,Third,woman,False,southampton,no,False
1,1,male,36.0,0,1,512.3292,c,First,man,True,cherbourg,yes,False
0,3,female,28.0,0,0,8.1375,q,Third,woman,False,queenstown,no,True
1,1,male,27.0,0,0,76.7292,c,First,man,True,cherbourg,yes,True
0,3,male,20.0,0,0,9.225,s,Third,man,True,southampton,no,True
0,3,male,14.0,5,2,46.9,s,Third,child,False,southampton,no,False
0,2,male,60.0,1,1,39.0,s,Second,man,True,southampton,no,False
0,2,male,25.0,1,2,41.5792,c,Second,man,True,cherbourg,no,False
0,3,male,14.0,4,1,39.6875,s,Third,child,False,southampton,no,False
0,3,male,19.0,0,0,10.1708,s,Third,man,True,southampton,no,True
0,3,male,18.0,0,0,7.7958,s,Third,man,True,southampton,no,True
1,1,female,15.0,0,1,211.3375,s,First,child,False,southampton,yes,False
1,1,male,31.0,1,0,57.0,s,First,man,True,southampton,yes,False
1,3,female,4.0,0,1,13.4167,c,Third,child,False,cherbourg,yes,False
1,3,male,28.0,0,0,56.4958,s,Third,man,True,southampton,yes,True
0,3,male,25.0,0,0,7.225,c,Third,man,True,cherbourg,no,True
0,1,male,60.0,0,0,26.55,s,First,man,True,southampton,no,True
0,2,male,52.0,0,0,13.5,s,Second,man,True,southampton,no,True
0,3,male,44.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,3,female,28.0,0,0,7.7333,q,Third,woman,False,queenstown,yes,True
0,1,male,49.0,1,1,110.8833,c,First,man,True,cherbourg,no,False
0,3,male,42.0,0,0,7.65,s,Third,man,True,southampton,no,True
1,1,female,18.0,1,0,227.525,c,First,woman,False,cherbourg,yes,False
1,1,male,35.0,0,0,26.2875,s,First,man,True,southampton,yes,True
0,3,female,18.0,0,1,14.4542,c,Third,woman,False,cherbourg,no,False
0,3,male,25.0,0,0,7.7417,q,Third,man,True,queenstown,no,True
0,3,male,26.0,1,0,7.8542,s,Third,man,True,southampton,no,False
0,2,male,39.0,0,0,26.0,s,Second,man,True,southampton,no,True
1,2,female,45.0,0,0,13.5,s,Second,woman,False,southampton,yes,True
1,1,male,42.0,0,0,26.2875,s,First,man,True,southampton,yes,True
1,1,female,22.0,0,0,151.55,s,First,woman,False,southampton,yes,True
1,3,male,28.0,1,1,15.2458,c,Third,man,True,cherbourg,yes,False
1,1,female,24.0,0,0,49.5042,c,First,woman,False,cherbourg,yes,True
0,1,male,28.0,0,0,26.55,s,First,man,True,southampton,no,True
1,1,male,48.0,1,0,52.0,s,First,man,True,southampton,yes,False
0,3,male,29.0,0,0,9.4833,s,Third,man,True,southampton,no,True
0,2,male,52.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,3,male,19.0,0,0,7.65,s,Third,man,True,southampton,no,True
1,1,female,38.0,0,0,227.525,c,First,woman,False,cherbourg,yes,True
1,2,female,27.0,0,0,10.5,s,Second,woman,False,southampton,yes,True
0,3,male,28.0,0,0,15.5,q,Third,man,True,queenstown,no,True
0,3,male,33.0,0,0,7.775,s,Third,man,True,southampton,no,True
1,2,female,6.0,0,1,33.0,s,Second,child,False,southampton,yes,False
0,3,male,17.0,1,0,7.0542,s,Third,man,True,southampton,no,False
0,2,male,34.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,2,male,50.0,0,0,13.0,s,Second,man,True,southampton,no,True
1,1,male,27.0,1,0,53.1,s,First,man,True,southampton,yes,False
0,3,male,20.0,0,0,8.6625,s,Third,man,True,southampton,no,True
1,2,female,30.0,3,0,21.0,s,Second,woman,False,southampton,yes,False
1,3,female,28.0,0,0,7.7375,q,Third,woman,False,queenstown,yes,True
0,2,male,25.0,1,0,26.0,s,Second,man,True,southampton,no,False
0,3,female,25.0,1,0,7.925,s,Third,woman,False,southampton,no,False
1,1,female,29.0,0,0,211.3375,s,First,woman,False,southampton,yes,True
0,3,male,11.0,0,0,18.7875,c,Third,child,False,cherbourg,no,True
0,2,male,28.0,0,0,0.0,s,Second,man,True,southampton,no,True
0,2,male,23.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,2,male,23.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,3,male,28.5,0,0,16.1,s,Third,man,True,southampton,no,True
0,3,female,48.0,1,3,34.375,s,Third,woman,False,southampton,no,False
1,1,male,35.0,0,0,512.3292,c,First,man,True,cherbourg,yes,True
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,1,male,28.0,0,0,30.0,s,First,man,True,southampton,yes,True
0,1,male,36.0,1,0,78.85,s,First,man,True,southampton,no,False
1,1,female,21.0,2,2,262.375,c,First,woman,False,cherbourg,yes,False
0,3,male,24.0,1,0,16.1,s,Third,man,True,southampton,no,False
1,3,male,31.0,0,0,7.925,s,Third,man,True,southampton,yes,True
0,1,male,70.0,1,1,71.0,s,First,man,True,southampton,no,False
0,3,male,16.0,1,1,20.25,s,Third,man,True,southampton,no,False
1,2,female,30.0,0,0,13.0,s,Second,woman,False,southampton,yes,True
0,1,male,19.0,1,0,53.1,s,First,man,True,southampton,no,False
0,3,male,31.0,0,0,7.75,q,Third,man,True,queenstown,no,True
1,2,female,4.0,1,1,23.0,s,Second,child,False,southampton,yes,False
1,3,male,6.0,0,1,12.475,s,Third,child,False,southampton,yes,False
0,3,male,33.0,0,0,9.5,s,Third,man,True,southampton,no,True
0,3,male,23.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,2,female,48.0,1,2,65.0,s,Second,woman,False,southampton,yes,False
1,2,male,0.67,1,1,14.5,s,Second,child,False,southampton,yes,False
0,3,male,28.0,0,0,7.7958,s,Third,man,True,southampton,no,True
0,2,male,18.0,0,0,11.5,s,Second,man,True,southampton,no,True
0,3,male,34.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,1,female,33.0,0,0,86.5,s,First,woman,False,southampton,yes,True
0,3,male,28.0,0,0,14.5,s,Third,man,True,southampton,no,True
0,3,male,41.0,0,0,7.125,s,Third,man,True,southampton,no,True
1,3,male,20.0,0,0,7.2292,c,Third,man,True,cherbourg,yes,True
1,1,female,36.0,1,2,120.0,s,First,woman,False,southampton,yes,False
0,3,male,16.0,0,0,7.775,s,Third,man,True,southampton,no,True
1,1,female,51.0,1,0,77.9583,s,First,woman,False,southampton,yes,False
0,1,male,28.0,0,0,39.6,c,First,man,True,cherbourg,no,True
0,3,female,30.5,0,0,7.75,q,Third,woman,False,queenstown,no,True
